   1.00000   1.00000   1.00000   3.00000   1.00000
   1.00000   1.00000   1.00000   3.00000   7.00000
   1.00000   1.00000   1.00000   3.00000   5.00000
   0.33333   0.33333   0.33333   1.00000   5.00000
   1.00000   0.14286   0.20000   0.20000   1.00000
